seed,profundidade,pontuacao,passos,bateria_final,recargas,tempo_execucao
19,3,92,108,8,1,12.005656957626343
20,1,65,135,34,3,13.751097440719604
20,2,67,121,12,1,12.439602375030518
20,3,82,118,9,1,12.903984785079956
21,1,85,115,6,2,11.748454332351685
21,2,42,106,37,1,10.942647218704224
21,3,70,118,15,1,13.028170585632324
22,1,-165,129,-59,0,13.156849384307861
22,2,-5,97,-27,0,10.079570055007935
22,3,5,95,-25,0,11.09108281135559
23,1,20,116,30,1,11.817700147628784
23,2,62,122,12,1,12.56553840637207
23,3,102,98,8,1,11.069635152816772
24,1,3,165,9,2,16.788785696029663
24,2,-49,169,9,2,17.298519372940063
24,3,39,161,27,3,17.62158966064453
25,1,80,120,28,2,12.239941835403442
25,2,82,118,28,2,12.140136003494263
25,3,70,130,28,4,14.467904806137085
26,1,57,123,12,1,12.560561895370483
26,2,84,116,17,2,11.975309610366821
26,3,113,87,10,1,9.861085176467896
27,1,92,108,1,3,11.02994155883789
27,2,100,100,27,1,10.335383415222168
27,3,92,108,1,3,12.164586067199707
28,1,14,110,39,1,11.247039794921875
28,2,24,108,39,1,11.140740156173706
28,3,49,151,2,2,16.41908621788025
29,1,56,124,-5,1,12.648626804351807
29,2,101,99,26,1,10.23209285736084
29,3,70,118,-3,1,12.988642692565918
30,1,46,130,23,2,13.260931968688965
30,2,16,164,23,3,16.81991696357727
30,3,73,123,8,1,13.588982343673706
31,1,43,125,-8,1,12.752758979797363
31,2,39,161,4,3,16.51297664642334
31,3,87,113,20,2,12.699342489242554
32,1,-5,97,-27,0,9.921485424041748
32,2,43,133,7,2,13.669003009796143
32,3,105,75,-5,0,8.57568907737732
33,1,107,93,34,2,9.544117450714111
33,2,79,121,2,2,12.493592262268066
33,3,107,93,34,2,10.396884202957153
34,1,-141,141,39,1,14.422318935394287
34,2,-51,111,-35,1,11.47366189956665
34,3,28,172,14,3,18.50252056121826
35,1,83,117,23,2,11.955427646636963
35,2,90,110,14,2,11.351837635040283
35,3,108,92,2,1,10.360501766204834
36,1,100,100,21,2,10.25101375579834
36,2,108,92,5,1,9.626491785049438
36,3,112,88,9,1,10.268649101257324
37,1,-49,177,17,3,17.988677263259888
37,2,-24,160,6,2,16.38290762901306
37,3,-8,208,18,5,22.31552267074585
38,1,-50,106,-36,0,10.8322172164917
38,2,100,76,-6,0,7.881411075592041
38,3,102,98,29,1,10.713090181350708
39,1,59,133,23,2,13.549685001373291
39,2,-10,210,2,3,21.436983585357666
39,3,59,133,23,2,14.614868402481079
40,1,81,119,19,2,12.174838066101074
40,2,125,71,-1,0,7.397977590560913
40,3,127,73,25,1,8.16606068611145
41,1,-121,149,24,1,15.17359972000122
41,2,3,153,8,2,15.6621253490448
41,3,76,124,23,2,13.622557640075684
42,1,50,134,-4,2,13.6507408618927
42,2,72,128,4,2,13.158106327056885
42,3,79,121,3,1,13.155512571334839
43,1,47,153,23,2,15.587645053863525
43,2,-1,169,9,2,17.319868803024292
43,3,43,157,43,3,17.308805465698242
44,1,142,58,12,0,5.976513147354126
44,2,142,58,12,0,6.068708896636963
44,3,144,56,14,0,6.472665548324585
45,1,93,107,11,2,10.931694746017456
45,2,-25,101,-31,0,10.400259256362915
45,3,69,131,21,2,14.045900583267212
46,1,60,140,25,4,14.259265899658203
46,2,70,130,41,2,13.349668979644775
46,3,55,137,-2,4,15.117684841156006
47,1,19,133,20,2,13.547423601150513
47,2,45,155,6,2,15.880682706832886
47,3,91,109,2,2,12.108954191207886
48,1,18,122,-15,2,12.451404809951782
48,2,78,122,5,1,12.538405179977417
48,3,66,134,5,3,14.672014474868774
49,1,43,157,35,3,15.998735904693604
49,2,73,127,1,1,13.068813800811768
49,3,61,139,21,3,15.403547048568726
50,1,88,112,1,1,11.42775821685791
50,2,96,104,25,1,10.720248937606812
50,3,24,108,39,1,11.723270416259766
51,1,-15,99,-29,0,10.121454000473022
51,2,111,89,2,2,9.238621234893799
51,3,109,91,10,2,10.181475400924683
52,1,125,75,10,1,7.708611726760864
52,2,118,82,43,1,8.51991581916809
52,3,125,75,10,1,8.62833833694458
53,1,85,115,2,2,11.740983247756958
53,2,92,104,-1,1,10.769616603851318
53,3,102,98,31,2,11.266489744186401
54,1,-92,140,28,1,14.259556531906128
54,2,37,131,7,1,13.452600240707397
54,3,100,100,28,1,11.08749794960022
55,1,114,86,47,2,8.810059547424316
55,2,92,104,27,1,10.708773136138916
55,3,138,62,8,0,7.0477564334869385
56,1,-26,134,19,1,13.64893126487732
56,2,42,126,31,2,12.989700555801392
56,3,58,130,3,1,14.266580820083618
57,1,7,181,-3,3,18.40949559211731
57,2,-6,198,-2,3,20.279372215270996
57,3,-30,206,-2,4,22.603697061538696
58,1,80,120,33,2,12.237598180770874
58,2,-2,158,21,2,16.242484092712402
58,3,50,130,5,1,14.320379972457886
59,1,84,100,34,1,10.22290301322937
59,2,82,110,-2,1,11.384609460830688
59,3,88,112,12,2,12.450604677200317
60,1,-8,112,42,1,11.441940307617188
60,2,20,140,-2,1,14.379233360290527
60,3,74,126,24,3,14.071753978729248
61,1,-111,115,-49,1,11.728379249572754
61,2,95,105,3,1,10.851012706756592
61,3,63,137,1,3,15.659510135650635
62,1,100,76,-6,0,7.802192449569702
62,2,134,66,4,0,6.893650770187378
62,3,138,62,8,0,7.341244220733643
63,1,-26,138,-22,2,14.074437141418457
63,2,84,116,8,1,11.982139348983765
63,3,72,128,18,4,14.379916429519653
64,1,35,165,4,2,16.794527769088745
64,2,13,187,4,3,19.14794111251831
64,3,71,129,8,2,14.481379508972168
65,1,55,85,-15,0,8.70907187461853
65,2,116,84,34,1,8.698800086975098
65,3,119,81,27,1,9.12544584274292
66,1,15,185,2,3,18.799577236175537
66,2,5,195,2,4,19.989331483840942
66,3,-9,209,6,4,22.98106861114502
67,1,-20,100,-30,0,10.230759859085083
67,2,86,114,11,2,11.769006490707397
67,3,82,114,-1,3,12.921215057373047
68,1,64,136,33,5,13.868050813674927
68,2,103,97,16,1,10.011467695236206
68,3,101,99,20,3,11.192448616027832
69,1,-75,111,-41,0,11.33605146408081
69,2,63,137,4,2,14.028458595275879
69,3,75,125,4,1,13.509702920913696
70,1,-90,114,-44,0,11.648635864257812
70,2,18,166,26,2,17.071945428848267
70,3,-24,160,26,2,17.831551551818848
71,1,-46,154,-23,2,15.681735277175903
71,2,-34,150,1,1,15.414081573486328
71,3,46,154,19,2,16.83588480949402
72,1,38,162,6,3,16.47960591316223
72,2,80,120,0,1,12.341253519058228
72,3,40,160,42,3,17.328962087631226
73,1,-32,120,38,1,12.252638578414917
73,2,49,151,33,3,15.488525867462158
73,3,67,133,33,2,14.292423248291016
74,1,40,160,38,4,16.287930727005005
74,2,-6,198,38,4,20.22936487197876
74,3,3,197,19,5,21.4007248878479
75,1,65,135,13,2,13.75436544418335
75,2,73,127,13,2,13.06222128868103
75,3,91,109,7,1,12.129188060760498
76,1,80,112,-2,1,11.455877542495728
76,2,-22,142,34,2,14.630520582199097
76,3,82,110,-2,1,12.457828998565674
77,1,115,73,-3,0,7.515516757965088
77,2,102,98,38,2,10.10165286064148
77,3,126,74,6,1,8.28136396408081
78,1,120,72,-2,0,7.399003744125366
78,2,41,131,6,1,13.45753002166748
78,3,91,109,6,1,12.018880844116211
79,1,-93,165,43,3,16.787698984146118
79,2,33,167,7,2,17.123924732208252
79,3,45,155,11,3,17.250415325164795
80,1,105,75,-5,0,7.700037956237793
80,2,75,101,35,1,10.422718048095703
80,3,105,75,-5,0,8.528220176696777
81,1,58,142,13,2,14.463093280792236
81,2,2,166,37,3,16.992284059524536
81,3,86,114,13,1,12.489943504333496
82,1,20,120,-15,2,12.250789642333984
82,2,24,152,23,2,15.618298530578613
82,3,22,178,29,5,19.629817247390747
83,1,66,110,41,2,11.229204893112183
83,2,66,98,41,1,10.115792989730835
83,3,44,156,41,4,17.067946434020996
84,1,19,125,46,3,12.747929096221924
84,2,35,137,-2,1,14.079135656356812
84,3,67,133,24,3,14.720886468887329
85,1,-6,158,44,2,16.08709192276001
85,2,65,123,-3,1,12.660192966461182
85,3,73,127,39,2,14.040444612503052
86,1,51,149,2,4,15.168347835540771
86,2,44,156,37,4,16.01526141166687
86,3,34,166,37,6,18.332205533981323
87,1,80,84,-9,1,8.607507705688477
87,2,83,113,18,1,11.59857439994812
87,3,98,102,27,1,11.050496816635132
88,1,50,86,-16,0,8.814774513244629
88,2,94,106,14,1,10.902156829833984
88,3,98,102,4,1,11.203967094421387
89,1,68,132,12,2,13.450190782546997
89,2,44,156,2,2,15.987788200378418
89,3,120,80,24,1,9.241185188293457
90,1,50,86,-16,0,8.811156749725342
90,2,43,125,13,1,12.88199520111084
90,3,81,119,11,2,13.349454879760742
91,1,43,149,25,2,15.159807682037354
91,2,-2,154,4,2,15.818592548370361
91,3,72,128,8,2,14.199943542480469
92,1,30,90,-20,0,9.22304630279541
92,2,49,143,35,2,14.699571132659912
92,3,63,137,33,2,15.041258573532104
93,1,-30,102,-32,0,10.429327249526978
93,2,95,105,17,1,10.808002710342407
93,3,89,111,17,1,12.217098951339722
94,1,49,111,43,2,11.339103698730469
94,2,69,131,43,3,13.457311153411865
94,3,99,101,23,1,11.208757162094116
95,1,-7,143,3,1,14.572762250900269
95,2,-67,171,41,2,17.54283094406128
95,3,89,107,-1,1,12.150149583816528
96,1,25,103,45,1,10.540751695632935
96,2,93,107,9,1,11.002493143081665
96,3,89,111,9,1,11.938387870788574
97,1,73,115,18,1,11.72951865196228
97,2,101,99,6,1,10.248690366744995
97,3,79,117,14,1,12.9412841796875
98,1,60,140,8,2,14.26137638092041
98,2,38,162,0,3,16.62757396697998
98,3,104,96,14,2,11.049636840820312
99,1,73,119,-2,1,12.15169906616211
99,2,63,137,28,3,14.071956396102905
99,3,75,125,42,2,13.64214015007019
100,1,67,125,7,1,12.73992109298706
100,2,35,165,7,3,16.888781785964966
100,3,72,128,0,1,13.905782461166382
