seed,profundidade,pontuacao,passos,bateria_final,recargas,tempo_execucao
34,3,28,172,14,3,18.56938600540161
34,4,66,134,22,2,20.938196182250977
35,1,83,117,23,2,11.918143033981323
35,2,90,110,14,2,11.324107885360718
35,3,108,92,2,1,10.339539289474487
35,4,106,94,42,2,15.829785585403442
36,1,100,100,21,2,10.211445569992065
36,2,108,92,5,1,9.570303201675415
36,3,112,88,9,1,10.288995027542114
36,4,112,88,9,1,18.62126398086548
37,1,-49,177,17,3,17.97174048423767
37,2,-24,160,6,2,16.368098497390747
37,3,-8,208,18,5,22.5404109954834
37,4,54,146,30,3,22.398858547210693
38,1,-50,106,-36,0,10.799968004226685
38,2,100,76,-6,0,7.863619565963745
38,3,102,98,29,1,10.815844774246216
38,4,102,98,25,2,15.160030841827393
39,1,59,133,23,2,13.567676305770874
39,2,-10,210,2,3,21.436797857284546
39,3,59,133,23,2,14.76836109161377
39,4,51,149,23,2,22.92963409423828
40,1,81,119,19,2,12.124707221984863
40,2,125,71,-1,0,7.328967571258545
40,3,127,73,25,1,8.218573093414307
40,4,114,86,10,1,14.118437051773071
41,1,-121,149,24,1,15.149977922439575
41,2,3,153,8,2,15.653311729431152
41,3,76,124,23,2,13.681662797927856
41,4,69,131,4,2,21.571099042892456
42,1,50,134,-4,2,13.63195252418518
42,2,72,128,4,2,13.129844903945923
42,3,79,121,3,1,13.160208702087402
42,4,76,116,46,3,21.398640394210815
43,1,47,153,23,2,15.558945178985596
43,2,-1,169,9,2,17.318885803222656
43,3,43,157,43,3,17.3478000164032
43,4,46,154,36,2,24.496920347213745
44,1,142,58,12,0,5.958644866943359
44,2,142,58,12,0,6.064918518066406
44,3,144,56,14,0,6.574207544326782
44,4,144,56,14,0,11.251328229904175
45,1,93,107,11,2,10.920143842697144
45,2,-25,101,-31,0,10.392773389816284
45,3,69,131,21,2,14.065441131591797
45,4,97,103,13,1,15.610343933105469
46,1,60,140,25,4,14.245698690414429
46,2,70,130,41,2,13.343755006790161
46,3,55,137,-2,4,15.359814882278442
46,4,80,116,-1,1,18.325973510742188
47,1,19,133,20,2,13.574021577835083
47,2,45,155,6,2,15.868656396865845
47,3,91,109,2,2,12.149055004119873
47,4,83,117,12,3,20.229987382888794
48,1,18,122,-15,2,12.432297229766846
48,2,78,122,5,1,12.528859853744507
48,3,66,134,5,3,14.72837233543396
48,4,84,116,5,2,20.49916410446167
49,1,43,157,35,3,15.960287094116211
49,2,73,127,1,1,13.067487239837646
49,3,61,139,21,3,15.457574605941772
49,4,97,103,21,1,18.573629140853882
50,1,88,112,1,1,11.412530183792114
50,2,96,104,25,1,10.721865177154541
50,3,24,108,39,1,11.770848989486694
