seed,profundidade,pontuacao,passos,bateria_final,recargas,tempo_execucao
2359,4,70,130,0,1,21.748193979263306
2360,1,13,147,21,2,14.95918583869934
2360,2,41,151,7,2,15.465881586074829
2360,3,59,141,37,2,15.292696952819824
2360,4,61,127,-3,2,21.104925870895386
2361,1,85,79,-9,0,8.084852695465088
2361,2,127,73,13,1,7.581622362136841
2361,3,135,65,5,0,7.439236402511597
2361,4,135,65,5,0,12.09274697303772
2362,1,51,149,1,3,15.159080743789673
2362,2,79,121,23,2,12.452103614807129
2362,3,87,109,-1,1,12.334664583206177
2362,4,87,109,-1,1,19.128649950027466
2363,1,-70,110,-40,0,11.22191071510315
2363,2,-41,129,29,1,13.247314691543579
2363,3,-11,203,29,3,21.729377031326294
2363,4,-1,193,29,4,31.02589440345764
2364,1,26,150,12,2,15.257730484008789
2364,2,83,117,11,1,12.020822763442993
2364,3,64,136,50,2,14.92975926399231
2364,4,83,117,11,1,18.10983419418335
2365,1,-45,121,40,1,12.331491470336914
2365,2,61,139,12,3,14.26039433479309
2365,3,81,119,12,2,12.99718689918518
2365,4,89,111,0,1,16.682047843933105
2366,1,-40,128,50,3,13.019219875335693
2366,2,70,106,30,1,10.890913486480713
2366,3,76,116,16,1,12.639211893081665
2366,4,112,88,16,1,14.815694332122803
2367,1,15,153,38,3,15.580416679382324
2367,2,73,127,4,2,13.019803047180176
2367,3,34,166,3,3,17.978783130645752
2367,4,79,109,24,1,17.02069592475891
2368,1,94,106,28,2,10.820395231246948
2368,2,112,80,52,1,8.278602123260498
2368,3,112,80,52,1,9.040982961654663
2368,4,120,80,14,1,14.18050742149353
2369,1,-20,120,35,1,12.2350754737854
2369,2,59,141,12,2,14.439204692840576
2369,3,69,131,24,3,14.278666734695435
2369,4,59,141,20,2,20.344726085662842
2370,1,36,164,14,3,16.672972679138184
2370,2,23,153,43,3,15.717938423156738
2370,3,19,149,43,2,16.34953546524048
2370,4,67,133,43,3,23.558040380477905
2371,1,86,114,9,3,11.62151026725769
2371,2,76,124,9,3,12.770662784576416
2371,3,68,132,5,3,14.478346347808838
2371,4,96,104,17,3,17.14784336090088
2372,1,-73,181,-7,3,18.389889001846313
2372,2,-53,181,41,3,18.59167218208313
2372,3,9,191,41,4,20.99788546562195
2372,4,63,137,9,2,24.110121250152588
2373,1,113,87,4,1,8.905513525009155
2373,2,87,113,8,1,11.63881802558899
2373,3,113,87,8,1,9.90004849433899
2373,4,113,87,8,1,15.780067205429077
2374,1,112,88,37,1,8.996389865875244
2374,2,96,104,5,1,10.709728717803955
2374,3,102,98,5,1,10.989080429077148
2374,4,114,86,37,2,16.85109782218933
2375,1,70,106,-6,2,10.818829536437988
2375,2,99,101,13,2,10.425716400146484
2375,3,125,75,27,1,8.457183361053467
2375,4,111,89,13,1,14.05900239944458
2376,1,95,105,13,1,10.702063083648682
2376,2,89,111,11,1,11.418686866760254
2376,3,45,147,43,2,15.91024923324585
2376,4,59,141,21,2,20.048584699630737
2377,1,6,138,36,2,14.031214475631714
2377,2,38,154,36,3,15.819388628005981
2377,3,24,176,4,4,18.912275791168213
2377,4,34,166,4,4,25.386667490005493
2378,1,58,118,-6,2,12.021627426147461
2378,2,82,86,52,1,8.89492416381836
2378,3,94,106,8,1,11.760566711425781
2378,4,96,104,6,2,18.317601919174194
2379,1,83,117,15,2,11.927435636520386
2379,2,83,97,-5,1,10.026081800460815
2379,3,109,91,33,1,10.199877262115479
2379,4,113,87,5,1,15.460206747055054
2380,1,60,140,15,2,14.24159836769104
2380,2,74,126,15,2,12.961103200912476
2380,3,18,182,27,3,19.757636070251465
2380,4,108,92,27,1,18.001323699951172
2381,1,15,93,-23,0,9.48921823501587
2381,2,21,135,6,1,13.847658634185791
2381,3,61,139,10,2,15.131166458129883
2381,4,103,97,34,2,18.88158631324768
2382,1,95,105,13,2,10.711869478225708
2382,2,69,131,5,2,13.430158376693726
2382,3,79,117,-1,2,13.1712486743927
2382,4,103,97,37,2,16.129793643951416
2383,1,58,142,4,4,14.463884353637695
2383,2,76,124,6,3,12.79084038734436
2383,3,68,132,6,3,14.860232591629028
2383,4,83,117,13,3,19.45758891105652
2384,1,-101,189,36,3,19.200858116149902
2384,2,10,142,-11,1,14.589287042617798
2384,3,6,194,19,4,21.252076148986816
2384,4,38,154,31,2,24.06751847267151
2385,1,121,79,3,1,8.083363771438599
2385,2,55,85,-15,0,8.781179904937744
2385,3,118,82,48,1,8.977745532989502
2385,4,112,88,40,1,13.28998351097107
2386,1,-56,176,35,3,17.88989806175232
2386,2,-4,148,35,2,15.2686185836792
2386,3,22,178,31,3,20.498564958572388
2386,4,-12,172,35,3,35.073540449142456
2387,1,57,143,32,3,14.539950370788574
2387,2,77,123,4,1,12.64797043800354
2387,3,65,135,2,2,15.019009828567505
2387,4,67,133,8,2,22.52776050567627
2388,1,36,164,7,3,16.660839557647705
2388,2,30,170,11,4,17.40786600112915
2388,3,66,134,27,4,15.070117235183716
2388,4,74,126,27,2,19.978046655654907
2389,1,5,95,-25,0,9.718925714492798
2389,2,-130,122,-52,0,12.6885404586792
2389,3,-85,113,-43,0,13.751320123672485
2389,4,45,87,-17,0,23.779411554336548
2390,1,35,137,-1,1,13.942799091339111
2390,2,28,172,10,3,17.600110054016113
2390,3,57,143,19,2,15.55224895477295
2390,4,56,144,10,2,22.36887526512146
2391,1,-88,144,-36,2,14.652360200881958
2391,2,68,132,32,2,13.541039228439331
2391,3,62,138,32,3,15.081119537353516
2391,4,72,128,32,2,19.498764038085938
2392,1,30,90,-20,0,9.190126895904541
2392,2,76,124,5,1,12.720609188079834
2392,3,100,100,3,1,11.058486223220825
2392,4,120,72,-2,0,12.681276798248291
2393,1,1,175,9,2,17.785582065582275
2393,2,-7,207,9,4,21.18076801300049
2393,3,29,163,21,2,17.77305817604065
2393,4,51,149,17,2,22.36095380783081
2394,1,86,114,29,2,11.627219200134277
2394,2,0,132,29,2,13.578125238418579
2394,3,116,84,39,1,9.900307893753052
2394,4,116,84,39,1,16.67036771774292
2395,1,95,77,-7,0,7.87966513633728
2395,2,101,99,9,2,10.171527862548828
2395,3,120,80,18,2,8.707528829574585
2395,4,121,79,37,1,11.358366012573242
2396,1,69,131,14,2,13.337224006652832
2396,2,71,121,-2,1,12.430384397506714
2396,3,71,121,-2,1,13.130012273788452
2396,4,55,145,30,2,22.40168023109436
2397,1,-157,137,-55,2,13.939464330673218
2397,2,27,125,17,1,12.841273546218872
2397,3,32,152,40,3,16.62988829612732
2397,4,55,145,39,2,21.64109969139099
2398,1,54,146,5,2,14.86370301246643
2398,2,48,116,-9,1,11.969869375228882
2398,3,82,118,5,1,13.211036682128906
2398,4,82,118,5,1,19.41502094268799
2399,1,20,136,-11,2,13.849273443222046
2399,2,56,84,-15,1,8.7098228931427
2399,3,34,126,11,2,13.958612203598022
2399,4,82,118,7,1,17.432339668273926
2400,1,-24,132,-23,1,13.44140076637268
2400,2,64,136,41,3,13.957757472991943
2400,3,90,110,41,2,12.192793130874634
2400,4,92,108,13,1,16.66160774230957
2401,1,61,131,1,1,13.337888717651367
2401,2,81,119,9,2,12.220227479934692
2401,3,83,117,33,4,13.017939329147339
2401,4,95,105,31,3,16.76938796043396
2402,1,95,77,-7,0,7.882035493850708
2402,2,135,65,5,0,6.787273406982422
2402,3,113,87,31,1,10.042001962661743
2402,4,117,83,31,1,17.32114052772522
2403,1,59,141,18,2,14.349436521530151
2403,2,68,132,15,2,13.569701671600342
2403,3,74,126,15,2,13.92593789100647
2403,4,88,112,7,2,20.337677717208862
2404,1,91,109,4,2,11.131847143173218
2404,2,41,115,26,1,11.851879596710205
2404,3,93,107,30,3,12.620888471603394
2404,4,109,91,14,1,16.910282850265503
2405,1,88,112,28,2,11.439409971237183
2405,2,85,79,-9,0,8.197647094726562
2405,3,97,95,37,1,10.726699829101562
2405,4,97,95,37,1,16.830952882766724
2406,1,85,115,33,3,11.720634460449219
2406,2,93,107,23,2,11.047600269317627
2406,3,113,87,23,1,10.041658639907837
2406,4,107,93,11,1,17.65063977241516
2407,1,31,93,56,1,9.4999680519104
2407,2,79,109,24,1,11.208680629730225
2407,3,119,81,28,1,9.350039958953857
2407,4,121,79,28,1,14.9384605884552
2408,1,65,111,28,2,11.322728157043457
2408,2,67,105,32,1,10.819340467453003
2408,3,85,79,-9,0,9.187308549880981
2408,4,118,82,37,1,15.577306747436523
2409,1,39,121,23,2,12.336534261703491
2409,2,93,107,23,2,10.996110200881958
2409,3,73,127,45,3,13.727440357208252
2409,4,89,111,21,2,16.470781087875366
2410,1,108,92,33,1,9.407658576965332
2410,2,81,119,42,2,12.213360071182251
2410,3,114,82,-1,2,9.669122219085693
2410,4,110,90,37,1,15.611288070678711
2411,1,-40,192,45,4,19.496585607528687
2411,2,-9,201,44,4,20.710731506347656
2411,3,-1,193,44,5,22.01738405227661
2411,4,13,179,44,4,32.74188470840454
2412,1,102,98,8,1,10.00946855545044
2412,2,-4,148,44,2,15.180638790130615
2412,3,112,88,8,1,10.170077323913574
2412,4,120,80,28,1,16.595718145370483
2413,1,87,113,29,3,11.5202796459198
2413,2,53,147,37,2,15.011258602142334
2413,3,89,111,43,2,11.98779034614563
2413,4,93,107,43,2,15.876912355422974
2414,1,0,96,-26,0,9.80939507484436
2414,2,109,91,37,1,9.425872564315796
2414,3,91,109,3,1,12.164433479309082
2414,4,107,93,37,2,17.249322414398193
2415,1,51,149,17,3,15.149000406265259
2415,2,49,135,41,2,13.87943434715271
2415,3,65,131,-1,1,14.572600364685059
2415,4,101,99,3,1,17.31085968017578
2416,1,93,107,10,2,10.911467790603638
2416,2,-14,130,21,1,13.38290023803711
2416,3,83,117,2,2,12.962638854980469
2416,4,99,101,14,2,17.726290225982666
2417,1,32,152,20,2,15.449049711227417
2417,2,96,96,-2,1,9.887596130371094
2417,3,84,116,2,1,12.76586651802063
2417,4,108,92,38,1,15.2627854347229
2418,1,62,138,14,2,14.062133312225342
2418,2,29,115,29,1,11.866172790527344
2418,3,18,182,32,5,19.710231065750122
2418,4,64,136,26,3,21.46866273880005
2419,1,29,163,11,2,16.5631742477417
2419,2,5,143,-5,1,14.689993381500244
2419,3,19,181,1,3,20.000124216079712
2419,4,68,132,2,2,22.469419479370117
2420,1,20,92,-22,0,9.427817583084106
2420,2,30,90,-20,0,9.498027801513672
2420,3,110,74,-4,0,9.649053573608398
2420,4,20,92,-22,0,24.213449239730835
2421,1,-75,131,34,2,13.354661226272583
2421,2,83,117,10,2,12.049529552459717
2421,3,87,113,10,2,12.85714840888977
2421,4,83,117,0,2,19.689861536026
2422,1,79,121,34,3,12.331246852874756
2422,2,-31,131,24,1,13.43022871017456
2422,3,85,115,6,1,12.717347621917725
2422,4,83,117,6,2,20.067765474319458
2423,1,-118,122,-49,1,12.440046072006226
2423,2,25,91,-21,0,9.387914419174194
2423,3,93,107,24,2,12.337581157684326
2423,4,97,103,24,1,18.398779153823853
2424,1,-98,142,27,1,14.469753503799438
2424,2,21,111,36,1,11.504335880279541
2424,3,43,129,8,1,14.381576776504517
2424,4,81,119,0,1,20.227154970169067
2425,1,76,124,39,2,12.627388000488281
2425,2,40,132,5,1,13.5299391746521
2425,3,86,114,13,2,12.80125641822815
2425,4,96,104,13,1,17.792306423187256
2426,1,-40,104,-34,0,10.622434854507446
2426,2,-12,164,14,2,16.79073452949524
2426,3,55,145,35,2,15.97913122177124
2426,4,66,126,6,1,20.970157861709595
2427,1,-25,101,-31,0,10.319992542266846
2427,2,98,102,13,1,10.508383750915527
2427,3,110,74,-4,0,8.470223426818848
2427,4,120,72,-2,0,14.602422952651978
2428,1,31,133,-9,3,13.540080785751343
2428,2,83,117,11,1,12.051247835159302
2428,3,113,87,21,1,10.100934028625488
2428,4,113,87,21,1,17.221034288406372
2429,1,74,126,7,2,12.839788436889648
2429,2,82,114,17,1,11.731956958770752
2429,3,116,84,7,1,9.558929204940796
2429,4,126,74,39,1,13.500603437423706
2430,1,102,98,23,1,10.008978128433228
2430,2,94,106,5,1,10.898018598556519
2430,3,114,86,11,1,9.553852081298828
2430,4,112,88,7,1,14.099887609481812
2431,1,112,88,36,1,8.986709356307983
2431,2,100,76,-6,0,7.859260320663452
2431,3,118,82,36,1,8.997560739517212
2431,4,101,99,29,1,14.280810832977295
2432,1,47,129,-6,1,13.12224292755127
2432,2,47,153,42,3,15.666111707687378
2432,3,73,127,42,2,14.01059627532959
2432,4,73,127,42,2,20.47526264190674
2433,1,18,166,14,3,16.879024028778076
2433,2,28,172,14,3,17.601119995117188
2433,3,81,119,7,2,13.148853540420532
2433,4,87,113,7,1,17.380778074264526
2434,1,-42,138,37,2,14.061377763748169
2434,2,44,140,13,2,14.383623838424683
2434,3,41,159,18,3,17.52985143661499
2434,4,70,130,7,2,20.990303993225098
2435,1,29,115,33,2,11.719305515289307
2435,2,77,123,5,1,12.629724025726318
2435,3,70,122,-2,2,13.279641151428223
2435,4,107,93,33,1,14.678522825241089
2436,1,-1,117,34,1,11.906858682632446
2436,2,9,107,44,1,11.019991159439087
2436,3,87,113,4,1,12.372101783752441
2436,4,87,113,4,1,18.161381244659424
2437,1,78,98,38,1,10.013166666030884
2437,2,80,80,-10,0,8.328230619430542
2437,3,110,90,26,1,10.193065881729126
2437,4,110,90,26,1,15.671576023101807
2438,1,98,98,33,1,10.017926931381226
2438,2,102,98,19,1,10.131672620773315
2438,3,108,92,9,1,10.431902647018433
2438,4,94,106,29,2,18.066929578781128
2439,1,71,129,17,2,13.146573781967163
2439,2,89,111,9,2,11.544769287109375
2439,3,67,133,11,3,15.061131715774536
2439,4,79,121,11,2,22.60737442970276
2440,1,55,145,16,2,14.75380539894104
2440,2,57,143,0,2,14.660337209701538
2440,3,51,149,4,3,16.27159333229065
2440,4,77,123,4,3,20.298245668411255
2441,1,-90,114,-44,0,11.618159055709839
2441,2,-19,127,26,1,13.057781219482422
2441,3,91,105,26,1,11.830259799957275
2441,4,51,149,26,2,22.941215753555298
2442,1,-60,108,-38,0,11.012995958328247
2442,2,100,76,-6,0,7.879747152328491
2442,3,130,70,0,0,8.120946168899536
2442,4,134,66,4,0,12.823323488235474
2443,1,81,119,9,2,12.148675441741943
2443,2,33,159,21,3,16.31901264190674
2443,3,81,119,37,3,13.53266716003418
2443,4,85,115,11,1,19.12988305091858
2444,1,73,127,10,2,12.950855255126953
2444,2,90,106,25,1,10.978517055511475
2444,3,70,126,-1,1,13.864833354949951
2444,4,68,128,-1,1,20.1887845993042
2445,1,109,91,10,1,9.309927463531494
2445,2,-31,131,24,1,13.520899534225464
2445,3,85,79,-9,0,9.265031814575195
2445,4,85,79,-9,0,16.440690279006958
2446,1,-79,111,-42,1,11.322376728057861
2446,2,31,89,-20,1,9.233768463134766
2446,3,31,89,-20,1,10.310572385787964
2446,4,55,113,24,2,20.046118021011353
2447,1,75,125,41,4,12.720160484313965
2447,2,79,105,49,4,10.818938255310059
2447,3,93,107,41,3,11.659986972808838
2447,4,109,91,1,3,16.40761661529541
2448,1,-1,161,-4,2,16.36996603012085
2448,2,53,147,14,2,15.133812189102173
2448,3,91,109,14,1,12.458940267562866
2448,4,91,109,14,1,19.861982583999634
2449,1,56,120,16,1,12.2269926071167
2449,2,82,118,14,2,12.12089490890503
2449,3,88,104,-2,1,11.47123670578003
2449,4,104,96,34,2,16.29992389678955
2450,1,-6,198,34,4,20.132440090179443
2450,2,-12,188,34,3,19.251289129257202
2450,3,90,110,16,1,12.422181367874146
2450,4,96,104,0,1,19.581116676330566
2451,1,96,92,-3,1,9.405998468399048
2451,2,90,90,45,1,9.270097494125366
2451,3,84,108,21,2,12.049375772476196
2451,4,88,112,23,2,19.40603518486023
2452,1,80,120,36,2,12.219962358474731
2452,2,84,116,24,2,11.909262418746948
2452,3,100,100,10,1,10.829604148864746
2452,4,110,90,36,2,15.093718528747559
2453,1,133,67,3,0,6.879654169082642
2453,2,133,67,3,0,6.961904525756836
2453,3,135,65,5,0,7.544240236282349
2453,4,135,65,5,0,12.372194766998291
2454,1,91,109,20,1,11.110091924667358
2454,2,135,65,5,0,6.757984399795532
2454,3,131,69,1,0,7.958089590072632
2454,4,133,67,3,0,12.690080642700195
2455,1,-88,192,38,3,19.498015880584717
2455,2,-10,202,38,4,20.64356565475464
2455,3,25,175,19,4,19.154322862625122
2455,4,65,135,7,2,22.19800066947937
2456,1,101,99,34,2,10.131584644317627
2456,2,108,92,5,1,9.5161452293396
2456,3,116,84,43,1,9.361074686050415
2456,4,116,84,45,1,14.210247039794922
2457,1,-55,155,-3,1,15.76120662689209
2457,2,-13,117,37,1,12.051040410995483
2457,3,105,95,35,1,10.779786348342896
2457,4,105,95,35,1,17.178555727005005
2458,1,-28,140,25,2,14.246137857437134
2458,2,28,160,11,2,16.46318292617798
2458,3,40,136,-3,1,15.277216672897339
2458,4,70,110,25,1,21.088324308395386
2459,1,25,91,-21,0,9.308586359024048
2459,2,20,124,20,1,12.719129085540771
2459,3,97,95,37,1,10.694441556930542
2459,4,99,101,35,2,18.09982681274414
2460,1,-220,136,-71,1,13.852120876312256
2460,2,15,185,42,4,18.941062927246094
2460,3,84,116,9,2,13.21070408821106
2460,4,58,142,41,3,25.619811296463013
2461,1,-15,99,-29,0,10.120839834213257
2461,2,49,123,14,1,12.600099325180054
2461,3,87,113,6,1,12.274095058441162
2461,4,113,87,34,1,13.77755618095398
2462,1,-64,168,19,2,17.122565507888794
2462,2,46,126,11,1,12.981741189956665
2462,3,60,140,5,3,15.740966081619263
2462,4,58,142,1,2,22.65162992477417
2463,1,42,126,37,2,12.861602783203125
2463,2,88,112,37,2,11.5315580368042
2463,3,88,112,37,2,12.1475350856781
2463,4,94,106,23,1,15.590133905410767
2464,1,54,102,-11,1,10.40920376777649
2464,2,73,119,28,2,12.210685729980469
2464,3,96,104,19,1,11.328466415405273
2464,4,77,123,0,2,19.290194749832153
2465,1,-16,116,-25,1,11.830676555633545
2465,2,22,118,27,1,12.098292827606201
2465,3,78,122,43,3,13.578617334365845
2465,4,68,132,37,3,22.339881658554077
2466,1,41,115,26,1,11.731825113296509
2466,2,70,110,25,1,11.352346420288086
2466,3,65,135,0,2,15.15124225616455
2466,4,65,135,34,3,22.09099054336548
2467,1,-28,120,37,1,12.221049070358276
2467,2,25,155,8,2,15.91024136543274
2467,3,45,155,36,3,16.919914960861206
2467,4,95,105,14,1,18.351446628570557
2468,1,5,95,-25,0,9.699254274368286
2468,2,13,151,18,2,15.447164058685303
2468,3,63,137,30,3,14.980997085571289
2468,4,54,146,33,3,23.582799196243286
2469,1,-14,122,-23,1,12.422734498977661
2469,2,24,132,9,1,13.558964252471924
2469,3,74,126,19,2,13.898968935012817
2469,4,72,128,19,2,20.170106410980225
2470,1,-25,129,37,2,13.12971806526184
2470,2,-17,137,13,1,14.01798963546753
2470,3,93,107,13,2,11.689864873886108
2470,4,79,121,23,2,17.771888256072998
2471,1,113,87,36,2,8.897720575332642
2471,2,117,83,36,1,8.60874605178833
2471,3,113,87,8,1,9.76797103881836
2471,4,123,77,46,1,13.850412130355835
2472,1,95,105,18,2,10.719127416610718
2472,2,70,82,-12,0,8.535555124282837
2472,3,55,145,30,3,16.13901424407959
2472,4,89,111,12,1,20.045279026031494
2473,1,-15,143,-18,2,14.551272630691528
2473,2,-35,167,8,2,17.08861494064331
2473,3,35,165,8,3,17.849057912826538
2473,4,57,135,-2,2,22.361032724380493
2474,1,23,177,5,3,17.981303453445435
2474,2,63,137,35,2,14.06184697151184
2474,3,81,119,21,2,13.450941562652588
2474,4,81,119,21,2,20.060201168060303
2475,1,15,93,-23,0,9.503603219985962
2475,2,101,99,27,1,10.224560976028442
2475,3,81,111,21,1,12.1961829662323
2475,4,84,116,20,2,17.377940893173218
2476,1,32,132,-9,1,13.445980310440063
2476,2,37,111,32,1,11.507301807403564
2476,3,23,133,8,1,14.946215629577637
2476,4,21,167,38,3,26.952249765396118
2477,1,-50,202,4,3,20.50702667236328
2477,2,-17,217,3,4,22.209996461868286
2477,3,47,153,31,3,17.070306539535522
2477,4,59,141,33,2,23.760687828063965
2478,1,78,122,31,3,12.439135313034058
2478,2,48,132,11,2,13.581565141677856
2478,3,52,148,7,2,16.269903898239136
2478,4,88,112,39,2,18.73089838027954
2479,1,-35,171,31,3,17.378897428512573
2479,2,79,121,1,1,12.490713357925415
2479,3,71,121,11,1,14.072415828704834
2479,4,89,111,11,1,20.84108257293701
2480,1,118,82,32,2,8.380492210388184
2480,2,104,96,18,2,9.879020690917969
2480,3,134,66,6,1,7.377771377563477
2480,4,136,64,6,0,10.418472051620483
2481,1,-65,129,35,1,13.160004377365112
2481,2,105,75,-5,0,7.771867752075195
2481,3,115,85,35,1,9.46324610710144
2481,4,135,65,5,0,12.139117240905762
2482,1,52,148,7,2,15.05091667175293
2482,2,15,141,-6,1,14.504072666168213
2482,3,64,136,33,2,15.414592027664185
2482,4,95,77,-7,0,17.45046877861023
2483,1,124,76,15,1,7.788761138916016
2483,2,110,86,45,1,8.922527313232422
2483,3,120,72,-2,0,8.267129898071289
2483,4,130,70,0,0,12.440060138702393
2484,1,89,103,29,1,10.501354217529297
2484,2,75,125,3,3,12.836720705032349
2484,3,132,68,6,2,8.041017055511475
2484,4,140,60,6,1,12.816528797149658
2485,1,-5,97,-27,0,9.898917436599731
2485,2,94,106,6,2,10.87009310722351
2485,3,98,102,12,2,11.089196920394897
2485,4,125,71,-1,0,10.985690832138062
2486,1,60,84,-14,0,8.592867612838745
2486,2,84,116,10,1,11.919956922531128
2486,3,106,94,36,1,10.3984854221344
2486,4,106,94,36,1,15.520949840545654
2487,1,-58,178,1,2,18.08229660987854
2487,2,30,170,35,4,17.40666389465332
2487,3,54,146,35,3,16.047069549560547
2487,4,78,122,11,2,21.447956562042236
2488,1,38,162,35,4,16.459064722061157
2488,2,57,143,26,3,14.638071298599243
2488,3,57,143,26,3,15.651079654693604
2488,4,63,137,26,3,23.222227573394775
2489,1,-50,126,35,1,12.84103798866272
2489,2,75,125,0,1,12.8697190284729
2489,3,79,121,0,1,13.5798659324646
2489,4,97,103,8,1,19.348874807357788
2490,1,121,79,3,1,8.091392040252686
2490,2,132,68,6,1,7.06879734992981
2490,3,136,64,6,0,7.379044771194458
2490,4,136,64,6,0,12.115979671478271
2491,1,130,70,36,1,7.180805206298828
2491,2,142,58,12,0,6.060076951980591
2491,3,142,58,12,0,6.7587738037109375
2491,4,142,58,12,0,11.539934635162354
2492,1,-82,134,33,1,13.640349626541138
2492,2,6,194,7,3,19.890076398849487
2492,3,75,125,0,1,14.181905269622803
2492,4,21,179,2,3,30.627118825912476
2493,1,-29,149,-20,2,15.154731273651123
2493,2,49,151,14,2,15.471969604492188
2493,3,55,145,8,3,15.87269401550293
2493,4,73,127,28,2,20.785646677017212
2494,1,80,120,24,2,12.235493183135986
2494,2,96,104,18,1,10.716801166534424
2494,3,98,102,18,1,11.560913562774658
2494,4,98,102,18,1,18.060757637023926
2495,1,127,73,45,2,7.486874103546143
2495,2,116,84,46,3,8.660878896713257
2495,3,111,89,47,3,9.711118459701538
2495,4,111,89,47,3,13.822283029556274
2496,1,-35,123,35,1,12.53214955329895
2496,2,89,111,19,1,11.429952383041382
2496,3,81,119,1,1,13.283263206481934
2496,4,97,103,7,1,17.061068534851074
2497,1,-11,131,19,1,13.34567379951477
2497,2,59,137,-1,2,14.075693130493164
2497,3,68,124,10,2,13.64028525352478
2497,4,84,116,10,1,17.3788480758667
2498,1,-43,187,-6,3,18.997236251831055
2498,2,-91,175,42,2,17.93000078201294
2498,3,31,161,-2,2,17.580809593200684
2498,4,75,125,2,1,20.623504161834717
2499,1,70,130,17,3,13.232194423675537
2499,2,88,112,25,2,11.511337280273438
2499,3,62,138,1,2,14.887263536453247
2499,4,66,134,25,3,20.438958883285522
2500,1,40,88,-18,0,8.987395286560059
2500,2,78,114,34,2,11.720938682556152
2500,3,78,114,34,2,12.358795166015625
2500,4,116,84,16,1,13.030002355575562
2501,1,110,90,39,2,9.208595991134644
2501,2,86,94,-5,1,9.701969623565674
2501,3,91,93,54,2,10.270199060440063
2501,4,92,88,-5,1,14.61993956565857
2502,1,-29,189,11,3,19.18254256248474
2502,2,-29,173,19,3,17.747334480285645
2502,3,49,151,9,3,16.961883068084717
2502,4,39,161,23,3,28.92097496986389
2503,1,113,87,22,1,8.891169786453247
2503,2,96,104,21,1,10.687036275863647
2503,3,38,162,35,4,17.889325857162476
2503,4,76,124,35,2,19.531245946884155
2504,1,101,99,15,1,10.125861644744873
2504,2,89,111,25,2,11.416594982147217
2504,3,117,83,23,1,9.247702836990356
2504,4,108,92,12,2,16.20216131210327
2505,1,-35,103,-33,0,10.509762048721313
2505,2,70,130,0,1,13.349972009658813
2505,3,75,117,15,1,12.94775652885437
2505,4,99,101,3,1,17.786505222320557
2506,1,119,81,7,2,8.303169250488281
2506,2,99,101,29,1,10.391140460968018
2506,3,119,81,7,2,9.451067447662354
2506,4,111,89,37,1,14.735048294067383
2507,1,-54,134,36,2,13.639925956726074
2507,2,118,82,34,1,8.481025695800781
2507,3,90,110,12,2,12.126003980636597
2507,4,88,112,12,1,17.150495529174805
2508,1,39,133,-7,1,13.539451360702515
2508,2,67,125,15,2,12.937037944793701
2508,3,21,179,1,3,19.741379976272583
2508,4,107,93,21,1,16.96906328201294
2509,1,89,111,28,2,11.337244510650635
2509,2,55,145,34,3,14.89084243774414
2509,3,79,121,28,2,13.562328815460205
2509,4,107,93,28,2,18.218317985534668
2510,1,98,102,24,2,10.411531925201416
2510,2,74,126,40,3,12.921235799789429
2510,3,126,74,50,1,8.312411546707153
2510,4,102,98,40,2,15.431100130081177
2511,1,-30,126,-26,1,12.841931343078613
2511,2,90,102,-2,1,10.550760746002197
2511,3,45,139,3,2,15.605955600738525
2511,4,26,174,10,3,25.727622509002686
2512,1,67,101,-8,1,10.309420824050903
2512,2,75,125,14,2,12.870110750198364
2512,3,101,99,40,2,11.323390483856201
2512,4,81,119,12,2,18.78707480430603
2513,1,31,129,-10,1,13.137584686279297
2513,2,67,133,24,2,13.637410163879395
2513,3,79,121,32,2,13.281319379806519
2513,4,79,121,32,2,18.608983755111694
2514,1,85,79,-9,0,8.077697515487671
2514,2,93,107,19,1,11.031985521316528
2514,3,99,101,51,2,11.2472825050354
2514,4,103,97,27,1,15.360208988189697
2515,1,69,131,35,2,13.341596841812134
2515,2,116,84,26,1,8.7332923412323
2515,3,114,86,16,1,9.925386190414429
2515,4,116,84,26,1,15.603919982910156
2516,1,125,71,-1,0,7.3030993938446045
2516,2,127,73,9,1,7.580115795135498
2516,3,85,79,-9,0,8.771371126174927
2516,4,119,81,1,1,14.40365743637085
2517,1,90,110,20,1,11.218811988830566
2517,2,62,138,20,2,14.168532609939575
2517,3,98,102,20,1,11.494874238967896
2517,4,98,102,20,1,17.822362661361694
2518,1,79,121,18,2,12.339015007019043
2518,2,89,111,18,1,11.47987961769104
2518,3,81,119,40,2,13.65002989768982
2518,4,81,119,40,2,21.8887722492218
2519,1,-55,107,-37,0,10.913766145706177
2519,2,19,141,5,2,14.447824478149414
2519,3,77,123,5,1,13.386351823806763
2519,4,91,109,19,1,18.908767223358154
2520,1,64,128,23,2,13.031358480453491
2520,2,48,116,23,1,11.931651592254639
2520,3,74,126,45,2,13.8618483543396
2520,4,61,139,30,2,21.281399250030518
2521,1,-231,175,17,2,17.79919743537903
2521,2,-2,202,30,4,20.676451206207275
2521,3,56,144,22,2,15.797070503234863
2521,4,42,158,14,2,24.84110403060913
2522,1,66,122,-3,2,12.435975790023804
2522,2,82,118,45,2,12.098883628845215
2522,3,107,93,10,2,10.443911075592041
2522,4,111,89,10,1,13.871135234832764
2523,1,-110,142,-42,1,14.448850870132446
2523,2,-50,154,10,2,15.769699335098267
2523,3,-30,150,-4,1,16.411880016326904
