seed,profundidade,pontuacao,passos,bateria_final,recargas,tempo_execucao
15,2,89,111,5,1,11.43172311782837
15,3,99,101,17,2,11.307532548904419
15,4,117,83,45,1,13.50430941581726
16,1,87,113,9,2,11.530039072036743
16,2,95,105,13,1,10.86981201171875
16,3,73,127,13,3,14.36750841140747
16,4,91,109,13,2,20.102234601974487
17,1,94,106,0,1,10.829483985900879
17,2,76,116,16,1,11.921358823776245
17,3,108,92,34,1,10.200598001480103
17,4,104,96,28,1,14.837885856628418
18,1,-26,138,37,2,14.050063133239746
18,2,72,128,1,2,13.139349460601807
18,3,82,118,3,2,13.123571872711182
18,4,80,120,15,2,20.23017191886902
19,1,9,127,19,1,12.950535535812378
19,2,94,106,16,1,10.94003176689148
19,3,92,108,8,1,12.031297445297241
19,4,103,97,27,1,16.74589467048645
20,1,65,135,34,3,13.771373987197876
20,2,67,121,12,1,12.479563474655151
20,3,82,118,9,1,13.00844931602478
20,4,74,126,9,2,20.879560947418213
21,1,85,115,6,2,11.752245664596558
21,2,42,106,37,1,10.971637487411499
21,3,70,118,15,1,13.10720682144165
21,4,64,136,37,3,20.9329674243927
22,1,-165,129,-59,0,13.163569450378418
22,2,-5,97,-27,0,10.082967519760132
22,3,5,95,-25,0,11.238893270492554
22,4,70,130,0,1,23.81926989555359
23,1,20,116,30,1,11.84980297088623
23,2,62,122,12,1,12.570828914642334
23,3,102,98,8,1,11.18894362449646
23,4,106,94,22,1,16.80034852027893
24,1,3,165,9,2,16.790231227874756
24,2,-49,169,9,2,17.284107446670532
24,3,39,161,27,3,17.650705099105835
24,4,71,129,27,2,21.163616180419922
25,1,80,120,28,2,12.288212299346924
25,2,82,118,28,2,12.1472487449646
25,3,70,130,28,4,14.441179752349854
25,4,70,130,38,4,21.238038539886475
26,1,57,123,12,1,12.561202764511108
26,2,84,116,17,2,11.94823956489563
26,3,113,87,10,1,9.83957552909851
26,4,124,76,13,1,14.227697134017944
27,1,92,108,1,3,11.021935939788818
27,2,100,100,27,1,10.317239999771118
27,3,92,108,1,3,12.211335897445679
27,4,104,96,1,1,15.728724956512451
28,1,14,110,39,1,11.232449769973755
28,2,24,108,39,1,11.12906813621521
28,3,49,151,2,2,16.481809854507446
28,4,78,122,1,1,19.33778429031372
29,1,56,124,-5,1,12.658282995223999
29,2,101,99,26,1,10.2292959690094
29,3,70,118,-3,1,13.088827133178711
29,4,103,97,42,2,18.065505266189575
30,1,46,130,23,2,13.248982429504395
30,2,16,164,23,3,16.776679277420044
30,3,73,123,8,1,13.635674953460693
30,4,109,91,8,1,16.892424821853638
31,1,43,125,-8,1,12.76356291770935
31,2,39,161,4,3,16.52824878692627
31,3,87,113,20,2,12.669708728790283
31,4,111,89,10,1,16.16948890686035
32,1,-5,97,-27,0,9.922074794769287
32,2,43,133,7,2,13.67130422592163
32,3,105,75,-5,0,8.517395973205566
32,4,105,75,-5,0,13.108737468719482
33,1,107,93,34,2,9.528858184814453
33,2,79,121,2,2,12.440117359161377
33,3,107,93,34,2,10.257656335830688
33,4,107,93,34,2,14.518028020858765
34,1,-141,141,39,1,14.364949703216553
34,2,-51,111,-35,1,11.463709592819214
34,3,28,172,14,3,18.561800241470337
34,4,66,134,22,2,20.738054037094116
35,1,83,117,23,2,11.930798053741455
35,2,90,110,14,2,11.333430051803589
35,3,108,92,2,1,10.352704763412476
35,4,106,94,42,2,15.848670244216919
36,1,100,100,21,2,10.231169700622559
36,2,108,92,5,1,9.611930847167969
36,3,112,88,9,1,10.272135734558105
36,4,112,88,9,1,18.450367212295532
37,1,-49,177,17,3,17.999910593032837
37,2,-24,160,6,2,16.414618492126465
37,3,-8,208,18,5,22.485858917236328
37,4,54,146,30,3,22.389894247055054
38,1,-50,106,-36,0,10.837688207626343
38,2,100,76,-6,0,7.909930467605591
38,3,102,98,29,1,10.796922445297241
38,4,102,98,25,2,15.088774681091309
39,1,59,133,23,2,13.563143014907837
39,2,-10,210,2,3,21.459517240524292
39,3,59,133,23,2,14.559738636016846
39,4,51,149,23,2,22.936379432678223
40,1,81,119,19,2,12.14246392250061
40,2,125,71,-1,0,7.372270345687866
40,3,127,73,25,1,8.282603740692139
40,4,114,86,10,1,14.482780933380127
41,1,-121,149,24,1,15.200505018234253
41,2,3,153,8,2,15.669599533081055
41,3,76,124,23,2,13.739054441452026
41,4,69,131,4,2,21.519237518310547
42,1,50,134,-4,2,13.658807039260864
42,2,72,128,4,2,13.180141925811768
42,3,79,121,3,1,13.250927925109863
42,4,76,116,46,3,21.201575994491577
43,1,47,153,23,2,15.621328830718994
43,2,-1,169,9,2,17.366748094558716
43,3,43,157,43,3,17.36340355873108
43,4,46,154,36,2,24.039084434509277
44,1,142,58,12,0,5.998575925827026
44,2,142,58,12,0,6.06955885887146
44,3,144,56,14,0,6.533873558044434
44,4,144,56,14,0,11.104178428649902
45,1,93,107,11,2,10.94348955154419
45,2,-25,101,-31,0,10.422134399414062
45,3,69,131,21,2,14.08240008354187
45,4,97,103,13,1,15.482551336288452
46,1,60,140,25,4,14.265867948532104
46,2,70,130,41,2,13.348745584487915
46,3,55,137,-2,4,15.30248475074768
46,4,80,116,-1,1,18.33913516998291
47,1,19,133,20,2,13.546663522720337
47,2,45,155,6,2,15.878931760787964
47,3,91,109,2,2,12.239827871322632
47,4,83,117,12,3,20.70036745071411
48,1,18,122,-15,2,12.441017389297485
48,2,78,122,5,1,12.596109867095947
48,3,66,134,5,3,14.909772157669067
48,4,84,116,5,2,20.830450773239136
49,1,43,157,35,3,16.012362957000732
49,2,73,127,1,1,13.109264373779297
49,3,61,139,21,3,15.530544996261597
49,4,97,103,21,1,18.623138189315796
50,1,88,112,1,1,11.442385911941528
50,2,96,104,25,1,10.72084927558899
50,3,24,108,39,1,11.828503370285034
50,4,81,119,46,3,20.2950599193573
51,1,-15,99,-29,0,10.112973690032959
51,2,111,89,2,2,9.251599788665771
51,3,109,91,10,2,10.157398700714111
51,4,91,109,32,3,17.55233907699585
52,1,125,75,10,1,7.743014097213745
52,2,118,82,43,1,8.520609140396118
52,3,125,75,10,1,8.638796329498291
52,4,110,90,23,1,15.422701835632324
53,1,85,115,2,2,11.756136417388916
53,2,92,104,-1,1,10.785717248916626
53,3,102,98,31,2,11.430943489074707
53,4,93,107,0,2,20.537097454071045
54,1,-92,140,28,1,14.260176658630371
54,2,37,131,7,1,13.49698281288147
54,3,100,100,28,1,11.260045051574707
54,4,85,115,27,2,19.15984535217285
55,1,114,86,47,2,8.809804439544678
55,2,92,104,27,1,10.719191074371338
55,3,138,62,8,0,7.111446142196655
55,4,106,94,29,1,14.296098947525024
56,1,-26,134,19,1,13.667908430099487
56,2,42,126,31,2,12.990822076797485
56,3,58,130,3,1,14.266292810440063
56,4,90,110,33,2,19.70393466949463
57,1,7,181,-3,3,18.41844415664673
57,2,-6,198,-2,3,20.279736280441284
57,3,-30,206,-2,4,22.82990837097168
57,4,10,182,-2,3,28.737528800964355
58,1,80,120,33,2,12.237010478973389
58,2,-2,158,21,2,16.244873762130737
58,3,50,130,5,1,14.38750410079956
58,4,82,118,9,1,20.493547201156616
59,1,84,100,34,1,10.235403537750244
59,2,82,110,-2,1,11.35042142868042
59,3,88,112,12,2,12.573188304901123
59,4,92,108,4,2,18.399020671844482
60,1,-8,112,42,1,11.43046760559082
60,2,20,140,-2,1,14.371069431304932
60,3,74,126,24,3,14.15019416809082
60,4,106,94,18,1,16.451565265655518
61,1,-111,115,-49,1,11.759828329086304
61,2,95,105,3,1,10.85913896560669
61,3,63,137,1,3,15.811580657958984
61,4,81,119,3,1,20.91279172897339
62,1,100,76,-6,0,7.8251731395721436
62,2,134,66,4,0,6.902700901031494
62,3,138,62,8,0,7.387683868408203
62,4,147,53,17,0,14.197901248931885
63,1,-26,138,-22,2,14.066744327545166
63,2,84,116,8,1,11.987776279449463
63,3,72,128,18,4,14.527859210968018
63,4,83,113,-1,1,18.81335759162903
64,1,35,165,4,2,16.782244443893433
64,2,13,187,4,3,19.200960636138916
64,3,71,129,8,2,14.633119583129883
64,4,91,109,8,1,19.39037036895752
65,1,55,85,-15,0,8.722616195678711
65,2,116,84,34,1,8.711455583572388
65,3,119,81,27,1,9.172968626022339
65,4,89,111,37,3,19.320311069488525
66,1,15,185,2,3,18.8083655834198
66,2,5,195,2,4,19.987306356430054
66,3,-9,209,6,4,23.095054149627686
66,4,21,179,26,5,31.772241353988647
67,1,-20,100,-30,0,10.251060962677002
67,2,86,114,11,2,11.770068883895874
67,3,82,114,-1,3,12.887810230255127
67,4,86,110,-1,2,20.346874952316284
68,1,64,136,33,5,13.85877537727356
68,2,103,97,16,1,10.001464605331421
68,3,101,99,20,3,11.227643251419067
68,4,91,109,52,2,16.890125513076782
69,1,-75,111,-41,0,11.338917016983032
69,2,63,137,4,2,14.03500747680664
69,3,75,125,4,1,13.467233419418335
69,4,91,109,20,2,16.190054416656494
70,1,-90,114,-44,0,11.641842126846313
70,2,18,166,26,2,17.121901273727417
70,3,-24,160,26,2,17.967955112457275
70,4,48,152,38,3,28.171650648117065
71,1,-46,154,-23,2,15.670811653137207
71,2,-34,150,1,1,15.409297943115234
71,3,46,154,19,2,16.96155881881714
71,4,42,158,1,3,28.741865873336792
72,1,38,162,6,3,16.497148990631104
72,2,80,120,0,1,12.340633630752563
72,3,40,160,42,3,17.40891671180725
72,4,56,144,24,2,21.701990842819214
73,1,-32,120,38,1,12.239479303359985
73,2,49,151,33,3,15.483198881149292
73,3,67,133,33,2,14.315907001495361
73,4,79,121,33,2,17.939982652664185
74,1,40,160,38,4,16.278973817825317
74,2,-6,198,38,4,20.235776662826538
74,3,3,197,19,5,21.51881217956543
74,4,45,155,27,4,25.563931465148926
75,1,65,135,13,2,13.751997470855713
75,2,73,127,13,2,13.088523864746094
75,3,91,109,7,1,12.172346115112305
75,4,111,89,29,1,15.79593014717102
76,1,80,112,-2,1,11.448110818862915
76,2,-22,142,34,2,14.622122287750244
76,3,82,110,-2,1,12.49357008934021
76,4,82,110,-2,1,19.754549980163574
77,1,115,73,-3,0,7.513014793395996
77,2,102,98,38,2,10.109920263290405
77,3,126,74,6,1,8.340215921401978
77,4,136,64,16,1,12.898383617401123
78,1,120,72,-2,0,7.405001878738403
78,2,41,131,6,1,13.50033187866211
78,3,91,109,6,1,12.168799638748169
78,4,91,109,6,1,18.34427762031555
79,1,-93,165,43,3,16.825387001037598
79,2,33,167,7,2,17.17784309387207
79,3,45,155,11,3,17.503517389297485
79,4,45,155,11,2,24.50577664375305
80,1,105,75,-5,0,7.742370843887329
80,2,75,101,35,1,10.499802589416504
80,3,105,75,-5,0,8.657652854919434
80,4,109,91,29,1,15.683903694152832
81,1,58,142,13,2,14.509274005889893
81,2,2,166,37,3,17.03904938697815
81,3,86,114,13,1,12.579121351242065
81,4,74,126,13,2,21.07953977584839
82,1,20,120,-15,2,12.290356159210205
82,2,24,152,23,2,15.715174198150635
82,3,22,178,29,5,20.051854848861694
82,4,48,152,1,2,25.330624103546143
83,1,66,110,41,2,11.23274302482605
83,2,66,98,41,1,10.158509492874146
83,3,44,156,41,4,17.24650287628174
83,4,84,116,41,2,19.725003957748413
84,1,19,125,46,3,12.75735592842102
84,2,35,137,-2,1,14.076071739196777
84,3,67,133,24,3,14.842035293579102
84,4,59,113,24,1,18.56001853942871
85,1,-6,158,44,2,16.091331720352173
85,2,65,123,-3,1,12.66929292678833
85,3,73,127,39,2,14.105078220367432
85,4,69,131,39,2,21.287816286087036
86,1,51,149,2,4,15.17063021659851
86,2,44,156,37,4,16.020331144332886
86,3,34,166,37,6,18.485053300857544
86,4,76,124,33,4,20.798028469085693
87,1,80,84,-9,1,8.628798246383667
87,2,83,113,18,1,11.640764713287354
87,3,98,102,27,1,11.020535707473755
87,4,107,93,18,1,14.257713556289673
88,1,50,86,-16,0,8.810813903808594
88,2,94,106,14,1,10.911038160324097
88,3,98,102,4,1,11.326542139053345
88,4,118,82,32,1,13.498957633972168
89,1,68,132,12,2,13.48876142501831
89,2,44,156,2,2,16.032496690750122
89,3,120,80,24,1,9.409592390060425
89,4,120,80,24,1,15.961428880691528
90,1,50,86,-16,0,8.82046103477478
90,2,43,125,13,1,12.88005781173706
90,3,81,119,11,2,13.516257524490356
90,4,85,115,41,2,20.218164682388306
91,1,43,149,25,2,15.155610084533691
91,2,-2,154,4,2,15.817384481430054
91,3,72,128,8,2,14.360819339752197
91,4,92,108,20,1,18.073907136917114
92,1,30,90,-20,0,9.254650115966797
92,2,49,143,35,2,14.736077547073364
92,3,63,137,33,2,15.21544098854065
92,4,85,115,15,2,20.58890724182129
93,1,-30,102,-32,0,10.418007612228394
93,2,95,105,17,1,10.862107515335083
93,3,89,111,17,1,12.251718282699585
93,4,93,107,17,1,16.712249040603638
94,1,49,111,43,2,11.35998249053955
94,2,69,131,43,3,13.514989137649536
94,3,99,101,23,1,11.26094126701355
94,4,93,107,7,1,17.136521100997925
95,1,-7,143,3,1,14.581931591033936
95,2,-67,171,41,2,17.550050973892212
95,3,89,107,-1,1,12.397819995880127
95,4,73,123,-1,2,22.56309700012207
96,1,25,103,45,1,10.547679424285889
96,2,93,107,9,1,11.055379152297974
96,3,89,111,9,1,12.075587749481201
96,4,105,95,1,1,14.612646341323853
97,1,73,115,18,1,11.740106105804443
97,2,101,99,6,1,10.246304988861084
97,3,79,117,14,1,13.010269165039062
97,4,87,113,8,1,19.051247119903564
98,1,60,140,8,2,14.263455629348755
98,2,38,162,0,3,16.619632720947266
98,3,104,96,14,2,11.091685056686401
98,4,110,90,2,1,18.166647911071777
99,1,73,119,-2,1,12.142711639404297
99,2,63,137,28,3,14.100944995880127
99,3,75,125,42,2,13.758692741394043
99,4,87,113,4,1,17.69995880126953
100,1,67,125,7,1,12.739564895629883
100,2,35,165,7,3,16.930323839187622
100,3,72,128,0,1,14.008931636810303
100,4,81,119,11,1,19.12376356124878
