seed,profundidade,pontuacao,passos,bateria_final,recargas,tempo_execucao
72,3,34,166,6,4,17.530070304870605
72,4,44,156,42,3,19.68914008140564
72,5,78,122,4,2,36.218695640563965
72,6,-32,136,18,1,171.39031791687012
73,1,-32,120,38,1,12.245344400405884
73,2,-4,124,26,1,12.705646753311157
73,3,6,122,26,1,12.878957271575928
73,4,61,131,33,2,16.109825372695923
73,5,75,125,21,2,31.701077461242676
73,6,14,122,24,1,136.93097758293152
74,1,40,160,38,4,16.32536745071411
74,2,-16,200,38,4,20.436650037765503
74,3,-2,194,18,4,20.365784168243408
74,4,72,128,28,3,16.57998299598694
74,5,72,128,28,3,37.669514894485474
74,6,79,121,39,3,167.68137502670288
75,1,65,135,13,2,13.801110982894897
75,2,73,127,13,2,13.109089374542236
75,3,87,113,13,1,12.140104532241821
75,4,73,127,13,2,16.883228540420532
75,5,73,127,31,2,36.45340156555176
75,6,87,113,13,1,169.2089352607727
76,1,80,112,-2,1,11.489302158355713
76,2,-60,108,-38,0,11.171414375305176
76,3,-28,124,32,1,13.396815061569214
76,4,66,134,34,2,17.922396659851074
76,5,74,118,-2,2,42.27092957496643
76,6,-28,124,32,1,200.8387200832367
77,1,115,73,-3,0,7.529262065887451
77,2,105,95,39,2,9.802881479263306
77,3,126,74,6,1,8.097951412200928
77,4,126,74,6,1,10.727023124694824
77,5,126,74,6,1,28.620710611343384
77,6,130,70,10,1,136.1200942993164
78,1,120,72,-2,0,7.464489936828613
78,2,80,80,-10,0,8.351120233535767
78,3,84,96,39,1,10.63448715209961
78,4,91,109,6,1,16.245983600616455
78,5,85,115,6,1,43.95888876914978
78,6,120,72,-2,0,207.0310664176941
79,1,-93,165,43,3,16.906559944152832
79,2,27,141,43,2,14.504513502120972
79,3,37,139,43,3,14.97622036933899
79,4,37,139,43,2,18.560031414031982
79,5,17,143,43,3,45.32804894447327
79,6,-11,131,19,1,188.92384028434753
80,1,105,75,-5,0,7.73825740814209
80,2,90,78,-8,0,8.149875164031982
80,3,83,109,23,1,11.880643844604492
80,4,85,79,-9,0,12.392194271087646
80,5,109,91,29,1,36.859129428863525
80,6,83,109,23,1,169.26299262046814
81,1,58,142,13,2,14.567616939544678
81,2,-2,134,13,1,13.808824062347412
81,3,38,162,13,4,17.259371995925903
81,4,74,126,13,2,17.27003240585327
81,5,48,136,13,2,44.53752613067627
81,6,48,124,13,1,176.43932151794434
82,1,20,120,-15,2,12.452157735824585
82,2,-70,110,-40,0,11.421812534332275
82,3,-36,156,29,3,16.9101824760437
82,4,6,134,11,1,18.843066453933716
82,5,46,126,11,1,44.69863724708557
82,6,-75,111,-41,0,190.26905632019043
83,1,66,110,41,2,11.39008378982544
83,2,62,110,27,1,11.517243385314941
83,3,36,116,41,2,12.778052568435669
83,4,102,98,25,1,15.279719114303589
83,5,104,96,27,2,39.6210503578186
83,6,62,110,27,1,181.16180849075317
84,1,19,125,46,3,12.798343420028687
84,2,1,107,46,1,11.059547185897827
84,3,1,175,46,4,18.501322507858276
84,4,1,195,46,3,24.22585105895996
84,5,97,103,20,1,36.619319915771484
84,6,67,113,22,1,184.53172779083252
85,1,-6,158,44,2,16.1108820438385
85,2,56,144,44,2,14.781046152114868
85,3,56,112,26,1,12.020082712173462
85,4,69,131,39,2,17.53987145423889
85,5,69,131,39,2,40.5297691822052
85,6,56,112,26,1,183.11985111236572
86,1,51,149,2,4,15.21908712387085
86,2,-3,143,2,1,14.659237384796143
86,3,51,149,2,4,15.833170413970947
86,4,52,148,37,5,18.161353826522827
86,5,52,148,37,5,36.93965172767639
86,6,78,122,37,3,141.7681028842926
87,1,80,84,-9,1,8.662110328674316
87,2,54,102,39,1,10.559949159622192
87,3,54,94,49,1,10.147945880889893
87,4,98,102,27,2,13.740526914596558
87,5,118,82,1,1,29.01734733581543
87,6,48,116,23,1,133.97064328193665
88,1,50,86,-16,0,8.856612920761108
88,2,40,88,-18,0,9.110068559646606
88,3,100,92,40,1,9.908621549606323
88,4,110,74,-4,0,10.281940221786499
88,5,130,70,0,0,25.079036951065063
88,6,100,92,40,1,125.95044994354248
89,1,68,132,12,2,13.589423894882202
89,2,16,144,46,2,14.878583192825317
89,3,82,102,32,1,11.210010766983032
89,4,76,124,12,2,16.533297777175903
89,5,96,104,24,2,37.99156951904297
89,6,82,102,32,1,176.00511026382446
90,1,50,86,-16,0,8.89240050315857
90,2,70,82,-12,0,8.549805402755737
90,3,63,121,13,1,13.127843856811523
90,4,83,117,11,1,16.784979104995728
90,5,81,119,11,2,42.63190793991089
90,6,63,121,13,1,188.9682731628418
91,1,43,149,25,2,15.240333557128906
91,2,-22,126,28,1,13.010870695114136
91,3,32,168,26,4,17.80056858062744
91,4,60,116,20,1,15.575517416000366
91,5,82,118,20,2,35.33889865875244
91,6,60,140,42,2,154.35912942886353
92,1,30,90,-20,0,9.290894985198975
92,2,50,86,-16,0,8.931484460830688
92,3,96,96,36,1,10.493764638900757
92,4,91,109,1,1,15.310133695602417
92,5,77,123,1,2,42.290295362472534
92,6,96,96,36,1,175.82316398620605
93,1,-30,102,-32,0,10.531659364700317
93,2,-9,137,11,1,14.089103937149048
93,3,60,84,-14,0,9.210922002792358
93,4,93,107,17,1,14.795358896255493
93,5,85,115,17,2,36.810619592666626
93,6,60,84,-14,0,144.08809280395508
94,1,49,111,43,2,11.490276575088501
94,2,93,107,23,1,11.22037935256958
94,3,95,105,23,2,11.461543321609497
94,4,97,103,23,2,14.862464427947998
94,5,99,101,23,1,35.24170160293579
94,6,99,101,23,1,154.53358721733093
95,1,-7,143,3,1,14.625583410263062
95,2,-77,157,3,1,16.126601696014404
95,3,-1,121,29,1,12.998669624328613
95,4,13,163,23,2,20.395241737365723
95,5,51,101,41,1,36.43832445144653
95,6,51,101,41,1,164.87076687812805
96,1,25,103,45,1,10.558601140975952
96,2,63,97,43,1,9.978413343429565
96,3,103,89,43,1,9.460067749023438
96,4,91,109,7,1,13.748545408248901
96,5,103,89,43,1,28.1194269657135
96,6,103,89,43,1,122.35270762443542
97,1,73,115,18,1,11.778802394866943
97,2,-25,101,-31,0,10.41700553894043
97,3,-7,115,38,1,12.31913685798645
97,4,85,115,6,1,15.673194646835327
97,5,79,117,14,1,39.32354950904846
97,6,-7,115,38,1,150.48858523368835
98,1,60,140,8,2,14.339186429977417
98,2,56,144,0,2,14.850390911102295
98,3,113,87,5,1,9.58124589920044
98,4,96,104,8,1,15.622459411621094
98,5,110,90,2,1,43.7302725315094
98,6,113,87,5,1,157.8165111541748
99,1,73,119,-2,1,12.288330793380737
99,2,55,109,30,1,11.380075693130493
99,3,61,139,42,4,14.903168678283691
99,4,75,125,42,2,16.419447898864746
99,5,77,123,36,3,36.659364461898804
99,6,-7,123,28,1,121.9691834449768
100,1,67,125,7,1,13.0695059299469
100,2,67,133,7,2,13.856642007827759
100,3,-110,182,38,2,19.178579330444336
100,4,67,133,7,2,16.941405296325684
100,5,89,111,11,1,32.867753982543945
100,6,-34,130,26,1,120.39410543441772
